Customer Name ,Customer Inventory ID ,Security Policy ,Technical Specification ,Server Name ,Server IP ,Operating System ,Section ID ,Section Heading ,System Value Parameter ,Description ,Agreed Value ,Current Value ,Output Result ,Severity ,Scandate ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.2.1 ,Network Parameters (Host Only) ,Ensure atm kernel module is not available ,Disable ATM protocol to reduce unnecessary network attack surface ,Module must not be loaded and must be blacklisted with install rule , atm module is not properly disabled (missing blacklist or install rule) ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.2.2 ,Network Parameters (Host Only) ,Ensure can kernel module is not available ,Disable CAN protocol to reduce unnecessary kernel attack surface ,Module must not be loaded and must be blacklisted with install rule , can module is not properly disabled (missing blacklist or install rule) ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.2.3 ,Network Parameters (Host Only) ,Ensure dccp kernel module is not available ,Disable DCCP protocol to reduce unnecessary network attack surface ,Module must not be loaded and must be blacklisted with install rule ,dccp module not present on system ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.2.4 ,Network Parameters (Host Only) ,Ensure rds kernel module is not available ,Disable RDS protocol to reduce unnecessary network attack surface ,Module must not be loaded and must be blacklisted with install rule ,rds module not present on system ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,4.1.1 ,Ensure firewalld is installed ,Ensure firewalld is installed ,A host-based firewall provides network traffic filtering to reduce exposure to network-based attacks ,firewalld package must be installed ,firewalld package is installed ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,4.1.2 ,Ensure firewalld backend is configured ,Ensure firewalld backend is configured ,Firewalld should use a supported backend to ensure proper firewall rule enforcement ,FirewallBackend must be set to nftables or iptables ,firewalld backend is properly configured (FirewallBackend=nftables) ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,6.2.2.1 ,Configure rsyslog ,Ensure ryslog is installed ,The rsyslog software is recommended in environments where journald does not meet operation requirements ,Package rsyslog is installed ,Package rsyslog is installed Output : rsyslog-8.2102.0-15.el8.x86_64 ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,6.2.2.7 ,Logging Configuration ,Ensure rsyslog is not configured to accept incoming logs ,System should not act as a log server unless explicitly required ,No imtcp module or TCP input should be configured ,rsyslog is not configured to accept incoming logs ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,6.2.2.2 ,Configure rsyslog ,Ensure rsyslog service is enabled and active ,Once the rsyslog package is installed ensure that the service is enabled and active ,rsyslog package must be installed and service must be enabled and active ,rsyslog package is installed and service is enabled and active Output : package=rsyslog-8.2102.0-15.el8.x86_64 enabled=enabled active=active ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,6.2.2.4 ,Ensure rsyslog log file creation mode is configured ,Ensure rsyslog log file creation mode is configured ,rsyslog should create log files with restricted permissions to prevent unauthorized access to log data ,$FileCreateMode should be set to 0640 ,FileCreateMode is NOT properly configured Output : $FileCreateMode=Not Set ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,6.2.2.7 ,Ensure rsyslog is not configured to receive logs from a remote client ,Ensure rsyslog is not configured to receive logs from a remote client ,Rsyslog should not be configured as a remote log receiver unless intentionally acting as a centralized log server ,No imudp/imtcp listener modules or UDP/TCP server inputs should be enabled ,Remote log receiving is NOT configured Output : No imudp/imtcp input/server directives found ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,6.2.3.1 ,Ensure access to all logfiles has been configured ,Ensure access to all logfiles has been configured ,Logfiles must have secure permissions to prevent unauthorized access/modification and protect system audit integrity ,Logfiles under /var/log should not be group/other writable and should not be world-readable ,Insecure logfile permissions found Output : /var/log;/var/log/wtmp;/var/log/lastlog;/var/log/glusterfs;/var/log/swtpm; ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.2 ,Configure Network Kernel Parameters ,Ensure net.ipv4.conf.all.forwarding is configured ,The net.ipv4.conf.all.forwarding flag controls whether the system forwards IPv4 packets globally. ,net.ipv4.conf.all.forwarding = 0 ," ""net.ipv4.conf.all.forwarding"" is incorrectly set to ""1"" in the running configuration and should have a value of: ""0"" ""net.ipv4.conf.all.forwarding"" is not set in an included file ** Note: ""net.ipv4.conf.all.forwarding"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.3 ,Configure Network Kernel Parameters ,Ensure net.ipv4.conf.default.forwarding is configured ,The net.ipv4.conf.default.forwarding flag controls whether new interfaces will forward IPv4 packets by default. ,net.ipv4.conf.default.forwarding = 0 ," ""net.ipv4.conf.default.forwarding"" is incorrectly set to ""1"" in the running configuration and should have a value of: ""0"" ""net.ipv4.conf.default.forwarding"" is not set in an included file ** Note: ""net.ipv4.conf.default.forwarding"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.4 ,Configure Network Kernel Parameters ,Ensure net.ipv4.conf.all.send_redirects is configured ,The net.ipv4.conf.all.send_redirects flag controls whether the system sends ICMP redirect messages for IPv4. ,net.ipv4.conf.all.send_redirects = 0 ," ""net.ipv4.conf.all.send_redirects"" is incorrectly set to ""1"" in the running configuration and should have a value of: ""0"" ""net.ipv4.conf.all.send_redirects"" is not set in an included file ** Note: ""net.ipv4.conf.all.send_redirects"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.5 ,Configure Network Kernel Parameters ,Ensure net.ipv4.conf.default.send_redirects is configured ,The net.ipv4.conf.default.send_redirects flag controls whether the system sends ICMP redirect messages by default for new interfaces. ,net.ipv4.conf.default.send_redirects = 0 ," ""net.ipv4.conf.default.send_redirects"" is incorrectly set to ""1"" in the running configuration and should have a value of: ""0"" ""net.ipv4.conf.default.send_redirects"" is not set in an included file ** Note: ""net.ipv4.conf.default.send_redirects"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.6 ,Configure Network Kernel Parameters ,Ensure net.ipv4.icmp_ignore_bogus_error_responses is configured ,This parameter enables ignoring bogus ICMP error responses to improve system security and reduce log noise. ,net.ipv4.icmp_ignore_bogus_error_responses = 1 ," ""net.ipv4.icmp_ignore_bogus_error_responses"" is not set in an included file ** Note: ""net.ipv4.icmp_ignore_bogus_error_responses"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.7 ,Configure Network Kernel Parameters ,Ensure net.ipv4.icmp_echo_ignore_broadcasts is configured ,This setting prevents the system from responding to ICMP echo requests sent to broadcast addresses (protection against Smurf attacks). ,net.ipv4.icmp_echo_ignore_broadcasts = 1 ," ""net.ipv4.icmp_echo_ignore_broadcasts"" is not set in an included file ** Note: ""net.ipv4.icmp_echo_ignore_broadcasts"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.8 ,Configure network parameters ,Ensure net.ipv4.conf.all.accept_redirects is configured ,ICMP redirects can be used by attackers to modify routing tables ,Net.ipv4.conf.all.accept_redirects = 0 ,Persistent value is incorrect (current= expected=0) ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.9 ,Configure network parameters ,Ensure net.ipv4.conf.default.accept_redirects is configured ,ICMP redirects can be used by attackers to modify routing tables ,Net.ipv4.conf.all.accept_redirects = 0 ,Runtime value is incorrect (current=1 expected=0) ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.10 ,Configure Network Kernel Parameters ,Ensure net.ipv4.conf.all.secure_redirects is configured ,This setting disables secure ICMP redirects and prevents route manipulation. ,net.ipv4.conf.all.secure_redirects = 0 ," ""net.ipv4.conf.all.secure_redirects"" is incorrectly set to ""1"" in the running configuration and should have a value of: ""0"" ""net.ipv4.conf.all.secure_redirects"" is not set in an included file ** Note: ""net.ipv4.conf.all.secure_redirects"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.11 ,Configure Network Kernel Parameters ,Ensure net.ipv4.conf.default.secure_redirects is configured ,This setting disables secure ICMP redirects by default for new interfaces. ,net.ipv4.conf.default.secure_redirects = 0 ," ""net.ipv4.conf.default.secure_redirects"" is incorrectly set to ""1"" in the running configuration and should have a value of: ""0"" ""net.ipv4.conf.default.secure_redirects"" is not set in an included file ** Note: ""net.ipv4.conf.default.secure_redirects"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.16 ,Configure Network Kernel Parameters ,Ensure net.ipv4.conf.all.log_martians is configured ,This setting enables logging of suspicious packets (martians) received on all interfaces. ,net.ipv4.conf.all.log_martians = 1 ," ""net.ipv4.conf.all.log_martians"" is incorrectly set to ""0"" in the running configuration and should have a value of: ""1"" ""net.ipv4.conf.all.log_martians"" is not set in an included file ** Note: ""net.ipv4.conf.all.log_martians"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.17 ,Configure Network Kernel Parameters ,Ensure net.ipv4.conf.default.log_martians is configured ,This setting enables logging of suspicious packets (martians) by default for new interfaces. ,net.ipv4.conf.default.log_martians = 1 ," ""net.ipv4.conf.default.log_martians"" is incorrectly set to ""0"" in the running configuration and should have a value of: ""1"" ""net.ipv4.conf.default.log_martians"" is not set in an included file ** Note: ""net.ipv4.conf.default.log_martians"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.12 ,Configure Network Kernel Parameters ,Ensure net.ipv4.conf.all.rp_filter is configured ,Reverse Path Filtering validates packet source addresses to reduce IP spoofing attacks. ,net.ipv4.conf.all.rp_filter = 1 ," ""net.ipv4.conf.all.rp_filter"" is correctly set to ""1"" in the running configuration ""net.ipv4.conf.all.rp_filter"" is correctly set to ""1"" in ""/usr/lib/sysctl.d/50-default.conf"" ",OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.13 ,Configure Network Kernel Parameters ,Ensure net.ipv4.conf.default.rp_filter is configured ,Reverse Path Filtering validates packet source addresses to reduce IP spoofing attacks. ,net.ipv4.conf.default.rp_filter = 1 ," ""net.ipv4.conf.default.rp_filter"" is incorrectly set to ""0"" in the running configuration and should have a value of: ""1"" ""net.ipv4.conf.default.rp_filter"" is not set in an included file ** Note: ""net.ipv4.conf.default.rp_filter"" may be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.14 ,Configure Network Kernel Parameters ,Ensure net.ipv4.conf.all.accept_source_route is configured ,Disables acceptance of IPv4 source routed packets on all interfaces. ,net.ipv4.conf.all.accept_source_route = 0 ," ""net.ipv4.conf.all.accept_source_route"" is correctly set to ""0"" in the running configuration ""net.ipv4.conf.all.accept_source_route"" is correctly set to ""0"" in ""/usr/lib/sysctl.d/50-default.conf"" ",OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.15 ,Configure Network Kernel Parameters ,Ensure net.ipv4.conf.default.accept_source_route is configured ,Disables acceptance of IPv4 source routed packets by default for new interfaces. ,net.ipv4.conf.default.accept_source_route = 0 ," ""net.ipv4.conf.default.accept_source_route"" is incorrectly set to ""1"" in the running configuration and should have a value of: ""0"" ""net.ipv4.conf.default.accept_source_route"" is not set in an included file ** Note: ""net.ipv4.conf.default.accept_source_route"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.1.18 ,Configure Network Kernel Parameters ,Ensure net.ipv4.tcp_syncookies is configured ,Enables TCP SYN cookies to protect the system against SYN flood attacks. ,net.ipv4.tcp_syncookies = 1 ," ""net.ipv4.tcp_syncookies"" is not set in an included file ** Note: ""net.ipv4.tcp_syncookies"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.2.1 ,Configure Network Kernel Parameters ,Ensure net.ipv6.conf.all.forwarding is configured ,Disables IPv6 forwarding on all interfaces to prevent unintended packet routing. ,net.ipv6.conf.all.forwarding = 0 ," ""net.ipv6.conf.all.forwarding"" is not set in an included file ** Note: ""net.ipv6.conf.all.forwarding"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.2.2 ,Configure Network Kernel Parameters ,Ensure net.ipv6.conf.default.forwarding is configured ,Disables IPv6 forwarding by default for new interfaces to prevent unintended packet routing. ,net.ipv6.conf.default.forwarding = 0 ," ""net.ipv6.conf.default.forwarding"" is not set in an included file ** Note: ""net.ipv6.conf.default.forwarding"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.2.3 ,Configure Network Kernel Parameters ,Ensure net.ipv6.conf.all.accept_redirects is configured ,Disables acceptance of IPv6 ICMP redirects on all interfaces to prevent route manipulation. ,net.ipv6.conf.all.accept_redirects = 0 ," ""net.ipv6.conf.all.accept_redirects"" is incorrectly set to ""1"" in the running configuration and should have a value of: ""0"" ""net.ipv6.conf.all.accept_redirects"" is not set in an included file ** Note: ""net.ipv6.conf.all.accept_redirects"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.2.4 ,Configure Network Kernel Parameters ,Ensure net.ipv6.conf.default.accept_redirects is configured ,Disables acceptance of IPv6 ICMP redirects by default for new interfaces to prevent route manipulation. ,net.ipv6.conf.default.accept_redirects = 0 ," ""net.ipv6.conf.default.accept_redirects"" is incorrectly set to ""1"" in the running configuration and should have a value of: ""0"" ""net.ipv6.conf.default.accept_redirects"" is not set in an included file ** Note: ""net.ipv6.conf.default.accept_redirects"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.2.5 ,Configure Network Kernel Parameters ,Ensure net.ipv6.conf.all.accept_source_route is configured ,Disables acceptance of IPv6 source routed packets on all interfaces. ,net.ipv6.conf.all.accept_source_route = 0 ," ""net.ipv6.conf.all.accept_source_route"" is not set in an included file ** Note: ""net.ipv6.conf.all.accept_source_route"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.2.6 ,Configure Network Kernel Parameters ,Ensure net.ipv6.conf.default.accept_source_route is configured ,Disables acceptance of IPv6 source routed packets by default for new interfaces. ,net.ipv6.conf.default.accept_source_route = 0 ," ""net.ipv6.conf.default.accept_source_route"" is not set in an included file ** Note: ""net.ipv6.conf.default.accept_source_route"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.2.7 ,Configure Network Kernel Parameters ,Ensure net.ipv6.conf.all.accept_ra is configured ,Disables acceptance of IPv6 Router Advertisements on all interfaces (recommended unless acting as IPv6 host on trusted network). ,net.ipv6.conf.all.accept_ra = 0 ," ""net.ipv6.conf.all.accept_ra"" is incorrectly set to ""1"" in the running configuration and should have a value of: ""0"" ""net.ipv6.conf.all.accept_ra"" is not set in an included file ** Note: ""net.ipv6.conf.all.accept_ra"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,3.3.2.8 ,Configure Network Kernel Parameters ,Ensure net.ipv6.conf.default.accept_ra is configured ,Disables acceptance of IPv6 Router Advertisements by default for new interfaces (recommended unless acting as IPv6 host on trusted network). ,net.ipv6.conf.default.accept_ra = 0 ," ""net.ipv6.conf.default.accept_ra"" is incorrectly set to ""1"" in the running configuration and should have a value of: ""0"" ""net.ipv6.conf.default.accept_ra"" is not set in an included file ** Note: ""net.ipv6.conf.default.accept_ra"" May be set in a file that's ignored by load procedure ** ",KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,7.2.1 ,Ensure accounts in /etc/passwd use shadowed passwords ,Ensure accounts in /etc/passwd use shadowed passwords ,Password hashes must be stored in /etc/shadow instead of /etc/passwd ,All password fields in /etc/passwd should contain 'x' ,All accounts use shadowed passwords ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,7.2.2 ,Ensure /etc/shadow password fields are not empty ,Ensure /etc/shadow password fields are not empty ,Accounts must have a valid password or be locked to prevent unauthorized access ,Password field in /etc/shadow must not be empty ,No accounts have empty password fields ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,7.2.3 ,Ensure all groups in /etc/passwd exist in /etc/group ,Ensure all groups in /etc/passwd exist in /etc/group ,Each user must have a valid primary group defined in /etc/group ,All GIDs in /etc/passwd must exist in /etc/group ,All groups referenced in /etc/passwd exist in /etc/group ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,7.2.4 ,Ensure no duplicate UIDs exist ,Ensure no duplicate UIDs exist ,Each user account must have a unique UID to maintain proper access control ,Duplicate UIDs can lead to privilege escalation and ownership issues ,No duplicate UIDs found ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,7.2.5 ,Ensure no duplicate GIDs exist ,Ensure no duplicate GIDs exist ,Each group must have a unique GID to maintain proper access control ,Duplicate GIDs can lead to permission conflicts and privilege escalation ,No duplicate GIDs found ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,7.2.6 ,Account Integrity ,Ensure no duplicate user names exist ,Usernames must be unique ,No duplicate usernames in /etc/passwd ,No duplicates ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,7.2.7 ,Ensure no duplicate group names exist ,Ensure no duplicate group names exist ,Each group must have a unique name to maintain proper access control ,Duplicate group names can cause permission conflicts and security risks ,No duplicate group names found ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,7.2.8 ,Configure user home directories ,Ensure local interactive user home directories are configured ,Home directories store user data and configuration files ,Home directories should exist be owned by the user and not writable by others ,All local interactive user home directories are properly configured ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,7.2.9 ,Local User and Group Settings ,Ensure local interactive user dot files are secure ,Dot files must not expose security risks ,.forward/.rhost forbidden; permissions must be correct ,All local interactive user dot files are secure ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
